pclass,age,sibsp,parch,fare,adult_male,alone,has_deck,FamilySize,IsAlone,sex_male,embarked_Q,embarked_S,agegroup_Child,agegroup_Teen,agegroup_Young Adult,agegroup_Adult,agegroup_Middle Age,agegroup_Senior,faregroup_Low,faregroup_Medium,faregroup_High,faregroup_Very High
3,-0.40459649668595077,1.4890431765179497,-0.4999482559915824,-0.19387496955354316,True,False,0,0.6922907161367223,0,True,False,True,False,False,True,False,False,False,False,False,True,False
3,2.1313351641668214,-0.5336605789968177,-0.4999482559915824,-0.73258053585703,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,False,True,False,True,False,False,False
1,0.2475002161047621,-0.5336605789968177,-0.4999482559915824,-0.8043016911341214,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
3,-0.5495068773061091,-0.5336605789968177,-0.4999482559915824,-0.7332435580924804,True,True,0,-0.6228923802892758,1,True,False,False,False,False,True,False,False,False,True,False,False,False
2,-0.04232054513555472,-0.5336605789968177,-0.4999482559915824,-0.6289833115678979,False,True,1,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,False,True,False,False
3,-0.04232054513555472,-0.5336605789968177,4.266429595609148,-0.29189388176556813,False,False,0,2.0074738125627207,0,False,False,True,False,False,True,False,False,False,False,False,True,False
1,0.3924105967249205,0.47769129876056604,-0.4999482559915824,0.6938735524317887,False,False,0,0.034699167923723226,0,False,False,True,False,False,False,True,False,False,False,False,False,True
3,-0.25968611606579234,-0.5336605789968177,-0.4999482559915824,-0.7110641892739025,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,True,False,False,False
3,-1.7812451125774555,-0.5336605789968177,-0.4999482559915824,-0.5660280752691176,False,True,0,-0.6228923802892758,1,False,False,True,True,False,False,False,False,False,False,True,False,False
2,0.4648657870349997,-0.5336605789968177,-0.4999482559915824,-0.5532776476643013,True,True,1,-0.6228923802892758,1,True,False,False,False,False,False,True,False,False,False,True,False,False
1,2.3487007350970592,-0.5336605789968177,-0.4999482559915824,-0.11737240392464557,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,False,False,True,False,False,True,False
3,0.8995969288954749,-0.5336605789968177,-0.4999482559915824,-0.7230177151534177,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
2,-1.9261554931976141,0.47769129876056604,1.883240669808783,0.3616994124711156,False,False,0,1.3498822643497215,0,False,False,False,True,False,False,False,False,False,False,False,False,True
3,-0.839327638546426,-0.5336605789968177,-0.4999482559915824,-0.7485185703630503,False,True,0,-0.6228923802892758,1,False,True,False,False,True,False,False,False,False,True,False,False,False
2,0.8995969288954749,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,False,True,0,-0.6228923802892758,1,False,False,True,False,False,False,True,False,False,False,True,False,False
3,-2.0891796713952924,1.4890431765179497,0.6916462069086001,-0.34980313633974236,False,False,0,1.3498822643497215,0,False,False,False,True,False,False,False,False,False,False,False,True,False
2,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.6289833115678979,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
2,-0.6219620676161883,-0.5336605789968177,-0.4999482559915824,-0.6289833115678979,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,False,True,False,False
3,-0.04232054513555472,-0.5336605789968177,-0.4999482559915824,-0.6608593805799385,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
1,1.3343280707559502,0.47769129876056604,-0.4999482559915824,1.4821432382443442,True,False,1,0.034699167923723226,0,True,False,False,False,False,False,False,True,False,False,False,False,True
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7166425013510096,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
3,-1.1291483997867429,3.5117469320327173,0.6916462069086001,0.30139945272103835,False,False,0,2.6650653607757193,0,True,False,True,False,True,False,False,False,False,False,False,False,True
2,0.1750450257946829,0.47769129876056604,-0.4999482559915824,-0.13490424188126793,True,False,0,0.034699167923723226,0,True,False,True,False,False,False,True,False,False,False,False,True,False
3,-1.9261554931976141,2.5003950542753333,0.6916462069086001,-0.29189388176556813,False,False,0,2.0074738125627207,0,False,False,True,True,False,False,False,False,False,False,False,True,False
1,1.3343280707559502,-0.5336605789968177,-0.4999482559915824,-0.13716106756732035,False,True,1,-0.6228923802892758,1,False,False,True,False,False,False,False,True,False,False,False,True,False
1,-1.3465139707169804,0.47769129876056604,1.883240669808783,2.8614462452505522,False,False,1,1.3498822643497215,0,True,False,True,True,False,False,False,False,False,False,False,False,True
2,-0.9117828288565052,-0.5336605789968177,-0.4999482559915824,-0.581169208049837,False,True,0,-0.6228923802892758,1,False,False,False,False,True,False,False,False,False,False,True,False,False
1,-1.9986106835076933,0.47769129876056604,1.883240669808783,2.8614462452505522,False,False,1,1.3498822643497215,0,False,False,True,True,False,False,False,False,False,False,False,False,True
2,-1.853700302887535,0.47769129876056604,0.6916462069086001,-0.23053244891738986,False,False,0,0.6922907161367223,0,False,False,True,True,False,False,False,False,False,False,False,True,False
3,0.7546865482753166,0.47769129876056604,4.266429595609148,-0.07433971075839077,True,False,0,2.6650653607757193,0,True,False,True,False,False,False,True,False,False,False,False,True,False
2,-0.18723092575571312,0.47769129876056604,-0.4999482559915824,-0.5219339090047618,False,False,0,0.034699167923723226,0,False,False,False,False,False,True,False,False,False,False,True,False,False
3,-0.9117828288565052,0.47769129876056604,0.6916462069086001,-0.7332435580924804,True,False,0,0.6922907161367223,0,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1.4067832610660294,0.47769129876056604,-0.4999482559915824,1.4821432382443442,False,False,1,0.034699167923723226,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,-1.3465139707169804,3.5117469320327173,1.883240669808783,0.03324202215724639,False,False,0,3.3226569089887183,0,False,False,True,True,False,False,False,False,False,False,False,True,False
3,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.7110641892739025,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,True,False,False,False
3,-0.5495068773061091,-0.5336605789968177,1.883240669808783,-0.4777058632505554,False,False,0,0.6922907161367223,0,False,False,False,False,False,True,False,False,False,False,True,False,False
2,0.4648657870349997,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,False,True,0,-0.6228923802892758,1,False,False,True,False,False,False,True,False,False,False,True,False,False
3,0.6822313579652374,-0.5336605789968177,-0.4999482559915824,-0.7110641892739025,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
3,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.713321014959955,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
3,-0.6944172579262675,-0.5336605789968177,-0.4999482559915824,-0.6498366359155748,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
3,-0.5495068773061091,-0.5336605789968177,-0.4999482559915824,-0.7170409522136602,False,True,0,-0.6228923802892758,1,False,True,False,False,False,True,False,False,False,True,False,False,False
1,-0.9842380191665844,-0.5336605789968177,0.6916462069086001,0.2922350828800766,False,False,1,0.034699167923723226,0,False,False,True,False,True,False,False,False,False,False,False,False,True
3,0.7909141434303562,-0.5336605789968177,1.883240669808783,-0.5014790355197353,True,False,0,0.6922907161367223,0,True,False,True,False,False,False,True,False,False,False,True,False,False
2,0.4648657870349997,0.47769129876056604,-0.4999482559915824,-0.13490424188126793,False,False,0,0.034699167923723226,0,False,False,True,False,False,False,True,False,False,False,False,True,False
2,1.7690592126164255,-0.5336605789968177,-0.4999482559915824,-0.13490424188126793,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,False,True,False,False,False,True,False
1,0.3924105967249205,-0.5336605789968177,-0.4999482559915824,2.5708416868884814,False,True,0,-0.6228923802892758,1,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.8271417385853957,-0.5336605789968177,-0.4999482559915824,2.8614462452505522,False,True,1,-0.6228923802892758,1,False,False,False,False,False,False,True,False,False,False,False,False,True
1,1.261872880445871,-0.5336605789968177,-0.4999482559915824,0.12076733245050766,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,False,True,False,False,False,True,False
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7198301082522137,True,True,1,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
3,-0.9117828288565052,3.5117469320327173,1.883240669808783,-0.7110641892739025,False,False,0,3.3226569089887183,0,False,False,True,False,True,False,False,False,False,True,False,False,False
3,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.7230177151534177,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,True,False,False,False
2,0.3199554064148413,0.47769129876056604,-0.4999482559915824,-0.29428458694147114,True,False,0,0.034699167923723226,0,True,False,True,False,False,False,True,False,False,False,False,True,False
3,1.261872880445871,0.47769129876056604,-0.4999482559915824,-0.5014790355197353,False,False,0,0.034699167923723226,0,False,False,True,False,False,False,False,True,False,False,True,False,False
1,0.2475002161047621,0.47769129876056604,-0.4999482559915824,1.905164174889333,False,False,1,0.034699167923723226,0,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0.7546865482753166,-0.5336605789968177,-0.4999482559915824,0.6301214144077074,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,False,False,True
3,-0.18723092575571312,-0.5336605789968177,-0.4999482559915824,-0.7151825773902581,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
1,2.27624554478698,-0.5336605789968177,-0.4999482559915824,0.06657801513003848,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,False,False,True,False,False,True,False
3,0.6097761676551581,-0.5336605789968177,-0.4999482559915824,-0.711994970489054,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
3,0.6822313579652374,-0.5336605789968177,-0.4999482559915824,-0.7110641892739025,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
3,-0.7668724482363468,-0.5336605789968177,-0.4999482559915824,-0.5014790355197353,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
3,-0.25968611606579234,-0.5336605789968177,-0.4999482559915824,0.8371819834961212,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,False,False,True
2,0.1025898354846037,0.47769129876056604,0.6916462069086001,-0.1269352246282578,True,False,0,0.6922907161367223,0,True,False,True,False,False,False,True,False,False,False,False,True,False
2,-0.40459649668595077,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
1,-0.40459649668595077,-0.5336605789968177,0.6916462069086001,2.8614462452505522,True,False,1,0.034699167923723226,0,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0.3924105967249205,-0.5336605789968177,-0.4999482559915824,-0.11737240392464557,True,True,0,-0.6228923802892758,1,True,False,False,False,False,False,True,False,False,False,False,True,False
1,2.4936111157172176,-0.5336605789968177,-0.4999482559915824,-0.13490424188126793,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,False,False,True,False,False,True,False
3,-0.04232054513555472,0.47769129876056604,0.6916462069086001,-0.6301786641558494,False,False,1,0.6922907161367223,0,False,False,True,False,False,True,False,False,False,False,True,False,False
2,1.1169624998257126,-0.5336605789968177,-0.4999482559915824,-0.5333551045317759,False,True,0,-0.6228923802892758,1,False,False,True,False,False,False,True,False,False,False,True,False,False
3,-0.25968611606579234,1.4890431765179497,-0.4999482559915824,-0.6875555883775225,True,False,0,0.6922907161367223,0,True,False,True,False,False,True,False,False,False,False,True,False,False
3,0.4648657870349997,0.47769129876056604,-0.4999482559915824,-0.4090384353848175,False,False,0,0.034699167923723226,0,False,False,True,False,False,False,True,False,False,False,False,True,False
3,-0.7668724482363468,-0.5336605789968177,-0.4999482559915824,-0.7070796806473975,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
3,-0.5495068773061091,-0.5336605789968177,-0.4999482559915824,-0.711994970489054,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
1,1.3343280707559502,0.47769129876056604,-0.4999482559915824,0.6938735524317887,True,False,1,0.034699167923723226,0,True,False,True,False,False,False,False,True,False,False,False,False,True
3,-2.1130898841976182,-0.5336605789968177,0.6916462069086001,-0.6922031192394781,False,False,0,0.034699167923723226,0,True,False,False,True,False,False,False,False,False,False,True,False,False
1,0.3924105967249205,-0.5336605789968177,-0.4999482559915824,1.5609026295592943,False,True,0,-0.6228923802892758,1,False,False,False,False,False,False,True,False,False,False,False,False,True
2,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.48408107705296355,True,True,0,-0.6228923802892758,1,True,False,False,False,False,True,False,False,False,False,True,False,False
1,-0.25968611606579234,-0.5336605789968177,-0.4999482559915824,-0.007399965833105379,True,True,1,-0.6228923802892758,1,True,False,False,False,False,True,False,False,False,False,False,True,False
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,0.8371819834961212,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,False,False,True
2,-0.839327638546426,-0.5336605789968177,-0.4999482559915824,-0.5971072425558572,True,True,0,-0.6228923802892758,1,True,False,True,False,True,False,False,False,False,False,True,False,False
1,0.1025898354846037,-0.5336605789968177,1.883240669808783,2.8614462452505522,False,False,1,0.6922907161367223,0,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0.8995969288954749,0.47769129876056604,-0.4999482559915824,0.6938735524317887,True,False,0,0.034699167923723226,0,True,False,True,False,False,False,True,False,False,False,False,False,True
2,0.6822313579652374,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,True,False,False
3,-0.40459649668595077,-0.5336605789968177,-0.4999482559915824,-0.7389557496594381,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
1,-0.5495068773061091,-0.5336605789968177,1.883240669808783,0.6141833799016871,False,False,1,0.6922907161367223,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7169070727238095,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
3,0.2475002161047621,0.47769129876056604,0.6916462069086001,-0.3094257197221905,True,False,0,0.6922907161367223,0,True,False,True,False,False,False,True,False,False,False,False,True,False
3,0.1750450257946829,0.47769129876056604,-0.4999482559915824,-0.4584463423534805,True,False,0,0.034699167923723226,0,True,False,True,False,False,False,True,False,False,False,True,False,False
3,0.6097761676551581,0.47769129876056604,5.458024058509331,0.03682807992110099,False,False,0,3.3226569089887183,0,False,False,True,False,False,False,True,False,False,False,False,True,False
3,-0.3321413063758715,7.557154443062252,1.883240669808783,1.2532985635931018,True,False,0,5.9530231018407145,0,True,False,True,False,False,True,False,False,False,False,False,False,True
2,-0.11477573544563392,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,False,True,False,False
2,-0.11477573544563392,0.47769129876056604,-0.4999482559915824,-0.19865637990534923,False,False,0,0.034699167923723226,0,False,False,False,False,False,True,False,False,False,False,False,True,False
3,-0.5495068773061091,0.47769129876056604,1.883240669808783,-0.2161882178619716,False,False,0,1.3498822643497215,0,False,False,True,False,False,True,False,False,False,False,False,True,False
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7170409522136602,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
3,-0.6219620676161883,-0.5336605789968177,-0.4999482559915824,-0.7158455996257087,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
3,-0.7668724482363468,-0.5336605789968177,-0.4999482559915824,-0.7485185703630503,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
3,0.1750450257946829,-0.5336605789968177,-0.4999482559915824,-0.6971184090811348,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,True,False,False
3,-0.11477573544563392,-0.5336605789968177,-0.4999482559915824,-0.7151825773902581,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
2,1.986424783546663,-0.5336605789968177,-0.4999482559915824,-0.6289833115678979,False,True,1,-0.6228923802892758,1,False,False,True,False,False,False,False,True,False,False,True,False,False
2,-1.9261554931976141,0.47769129876056604,0.6916462069086001,-0.13490424188126793,False,False,1,0.6922907161367223,0,True,False,True,True,False,False,False,False,False,False,False,True,False
1,0.7546865482753166,-0.5336605789968177,-0.4999482559915824,0.16791841373311814,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,False,False,True
1,-0.839327638546426,0.47769129876056604,-0.4999482559915824,2.5076218792169014,True,False,1,0.034699167923723226,0,True,False,False,False,True,False,False,False,False,False,False,False,True
3,-1.853700302887535,-0.5336605789968177,0.6916462069086001,-0.5360103810804789,False,False,0,0.034699167923723226,0,False,False,False,True,False,False,False,False,False,False,True,False,False
2,-0.18723092575571312,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
3,-0.9842380191665844,-0.5336605789968177,-0.4999482559915824,-0.7070796806473975,True,True,0,-0.6228923802892758,1,True,False,True,False,True,False,False,False,False,True,False,False,False
1,1.261872880445871,0.47769129876056604,0.6916462069086001,0.7115392698782617,False,False,1,0.6922907161367223,0,False,False,True,False,False,False,False,True,False,False,False,False,True
2,0.3199554064148413,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,True,False,False
1,1.5516936416861877,-0.5336605789968177,-0.4999482559915824,-0.11737240392464557,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,False,True,False,False,False,True,False
1,-1.1291483997867429,0.47769129876056604,1.883240669808783,2.8614462452505522,False,False,1,1.3498822643497215,0,False,False,True,False,True,False,False,False,False,False,False,False,True
3,0.2475002161047621,-0.5336605789968177,-0.4999482559915824,-0.6878201597503225,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,True,False,False
2,1.4792384513761085,-0.5336605789968177,0.6916462069086001,-0.13490424188126793,False,False,0,0.034699167923723226,0,False,False,True,False,False,False,False,True,False,False,False,True,False
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7166425013510096,True,True,1,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
2,1.1169624998257126,0.47769129876056604,0.6916462069086001,-0.1269352246282578,False,False,0,0.6922907161367223,0,False,False,True,False,False,False,True,False,False,False,False,True,False
1,0.3924105967249205,0.47769129876056604,-0.4999482559915824,0.689490592942633,False,False,1,0.034699167923723226,0,False,False,True,False,False,False,True,False,False,False,False,False,True
3,-1.7087899222673764,3.5117469320327173,1.883240669808783,0.03324202215724639,False,False,0,3.3226569089887183,0,False,False,True,True,False,False,False,False,False,False,False,True,False
3,-0.40459649668595077,-0.5336605789968177,-0.4999482559915824,-0.6608593805799385,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
3,0.4648657870349997,-0.5336605789968177,-0.4999482559915824,-0.9636820361943246,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
1,0.7546865482753166,-0.5336605789968177,-0.4999482559915824,-0.0800519023253484,True,True,0,-0.6228923802892758,1,True,False,False,False,False,False,True,False,False,False,False,True,False
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.7173055235864602,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,True,False,False,False
3,0.8995969288954749,-0.5336605789968177,-0.4999482559915824,-0.7198301082522137,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
3,0.7546865482753166,0.47769129876056604,0.6916462069086001,-0.4696029665076947,True,False,0,0.6922907161367223,0,True,True,False,False,False,False,True,False,False,False,True,False,False
2,0.9720521192055541,0.47769129876056604,0.6916462069086001,-0.1269352246282578,True,False,0,0.6922907161367223,0,True,False,True,False,False,False,True,False,False,False,False,True,False
2,-0.04232054513555472,0.47769129876056604,-0.4999482559915824,-0.29428458694147114,True,False,0,0.034699167923723226,0,True,False,True,False,False,True,False,False,False,False,False,True,False
3,0.4648657870349997,0.47769129876056604,-0.4999482559915824,-0.4680091630570926,True,False,0,0.034699167923723226,0,True,False,True,False,False,False,True,False,False,False,True,False,False
1,0.3924105967249205,-0.5336605789968177,-0.4999482559915824,-0.1257398720403062,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,False,True,False
2,-1.9261554931976141,0.47769129876056604,0.6916462069086001,-0.3660057422185626,False,False,0,0.6922907161367223,0,True,False,True,True,False,False,False,False,False,False,False,True,False
3,0.030134645174524483,-0.5336605789968177,-0.4999482559915824,-0.6875555883775225,False,True,0,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,False,True,False,False
1,-0.11477573544563392,-0.5336605789968177,-0.4999482559915824,-0.11737240392464557,True,True,1,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,False,True,False
3,-1.853700302887535,0.47769129876056604,0.6916462069086001,-0.43135168369324595,False,False,1,0.6922907161367223,0,False,False,True,True,False,False,False,False,False,False,False,True,False
1,0.8995969288954749,-0.5336605789968177,-0.4999482559915824,2.8614462452505522,False,True,0,-0.6228923802892758,1,False,False,False,False,False,False,True,False,False,False,False,False,True
3,-1.3465139707169804,-0.5336605789968177,-0.4999482559915824,-0.364810389630611,False,True,0,-0.6228923802892758,1,True,False,False,True,False,False,False,False,False,False,False,True,False
3,0.1025898354846037,0.47769129876056604,0.6916462069086001,-0.3094257197221905,False,False,0,0.6922907161367223,0,False,False,True,False,False,False,True,False,False,False,False,True,False
2,-0.839327638546426,-0.5336605789968177,0.6916462069086001,-0.23053244891738986,False,False,0,0.034699167923723226,0,False,False,True,False,True,False,False,False,False,False,False,True,False
2,-1.563879541647218,0.47769129876056604,0.6916462069086001,0.20776349999816895,False,False,0,0.6922907161367223,0,True,False,True,True,False,False,False,False,False,False,False,False,True
2,-0.839327638546426,-0.5336605789968177,-0.4999482559915824,-0.5492931390377963,True,True,0,-0.6228923802892758,1,True,False,True,False,True,False,False,False,False,False,True,False,False
3,-0.9842380191665844,4.523098809790102,1.883240669808783,0.5313056004703814,False,False,0,3.9802484572017174,0,False,False,True,False,True,False,False,False,False,False,False,False,True
1,2.3487007350970592,-0.5336605789968177,-0.4999482559915824,-0.11737240392464557,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,False,False,True,False,False,True,False
3,-1.9986106835076933,3.5117469320327173,1.883240669808783,0.03324202215724639,False,False,0,3.3226569089887183,0,False,False,True,True,False,False,False,False,False,False,False,True,False
3,-0.5495068773061091,-0.5336605789968177,-0.4999482559915824,-0.714117916685256,False,True,0,-0.6228923802892758,1,False,True,False,False,False,True,False,False,False,True,False,False,False
1,0.7546865482753166,-0.5336605789968177,-0.4999482559915824,-0.13490424188126793,True,True,1,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,False,False,True,False
3,-0.6944172579262675,-0.5336605789968177,-0.4999482559915824,-0.7332435580924804,True,True,0,-0.6228923802892758,1,True,False,False,False,False,True,False,False,False,True,False,False,False
3,-1.853700302887535,0.47769129876056604,0.6916462069086001,-0.6087961970625726,False,False,0,0.6922907161367223,0,True,False,True,True,False,False,False,False,False,False,True,False,False
2,2.583455551701716,-0.5336605789968177,-0.4999482559915824,-0.6289833115678979,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,False,False,True,False,True,False,False
3,-0.40459649668595077,-0.5336605789968177,-0.4999482559915824,-0.7070796806473975,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,True,False,False,False
1,1.1894176901357918,-0.5336605789968177,-0.4999482559915824,1.5609026295592943,True,True,1,-0.6228923802892758,1,True,False,False,False,False,False,False,True,False,False,False,False,True
3,-0.3321413063758715,-0.5336605789968177,-0.4999482559915824,-0.4696029665076947,True,True,0,-0.6228923802892758,1,True,True,False,False,False,True,False,False,False,False,True,False,False
3,-0.47705168699602996,-0.5336605789968177,-0.4999482559915824,-0.6696252995582497,True,True,0,-0.6228923802892758,1,True,False,True,False,False,True,False,False,False,False,True,False,False
1,-0.7668724482363468,-0.5336605789968177,-0.4999482559915824,-0.007399965833105379,False,True,1,-0.6228923802892758,1,False,False,True,False,False,True,False,False,False,False,False,True,False
3,0.8271417385853957,-0.5336605789968177,-0.4999482559915824,-0.736565044483535,True,True,0,-0.6228923802892758,1,True,False,True,False,False,False,True,False,False,True,False,False,False
